phenomenonTime,result
2019-11-11T03:13:12.118Z,18.36
2019-11-11T03:12:11.227Z,18.36
2019-11-11T03:11:08.839Z,11.88
2019-11-11T03:10:05.710Z,19.08
2019-11-11T03:09:00.260Z,16.92
2019-11-11T03:07:57.907Z,19.08
2019-11-11T03:06:54.098Z,14.04
2019-11-11T03:01:07.816Z,19.08
2019-11-11T03:00:07.223Z,14.76
2019-11-11T02:59:01.775Z,14.76
2019-11-11T02:57:59.282Z,18.36
2019-11-11T02:56:55.947Z,9.72
2019-11-11T02:55:52.796Z,14.76
2019-11-11T02:54:50.651Z,19.8
2019-11-11T02:53:46.709Z,23.04
2019-11-11T02:51:40.381Z,16.2
2019-11-11T02:50:36.667Z,25.56
2019-11-11T02:49:35.423Z,12.6
2019-11-11T02:48:31.721Z,18.36
2019-11-11T02:47:27.565Z,17.64
2019-11-11T02:46:24.799Z,19.8
2019-11-11T02:45:21.671Z,16.2
2019-11-11T02:44:19.458Z,20.52
2019-11-11T02:43:15.706Z,17.64
2019-11-11T02:41:10.986Z,17.64
2019-11-11T02:40:06.101Z,15.48
2019-11-11T02:39:05.080Z,16.92
2019-11-11T02:38:00.750Z,16.2
2019-11-11T02:36:57.064Z,18.36
2019-11-11T02:35:53.709Z,19.08
2019-11-11T02:34:50.574Z,22.32
2019-11-11T02:33:48.443Z,13.32
2019-11-11T02:32:43.081Z,7.56
2019-11-11T02:31:40.738Z,18.36
2019-11-11T02:30:36.635Z,21.96
2019-11-11T02:29:34.142Z,24.84
2019-11-11T02:28:30.910Z,13.32
2019-11-11T02:27:26.719Z,17.64
2019-11-11T02:26:23.306Z,14.76
2019-11-11T02:25:20.182Z,16.2
2019-11-11T02:24:17.224Z,14.04
2019-11-11T02:23:13.784Z,16.92
2019-11-11T02:22:13.124Z,23.76
2019-11-11T02:21:11.027Z,19.8
2019-11-11T02:19:02.727Z,18.36
2019-11-11T02:17:59.805Z,13.32
2019-11-11T02:16:56.581Z,15.48
2019-11-11T02:15:52.038Z,17.64
2019-11-11T02:14:49.815Z,23.76
2019-11-11T02:13:45.104Z,14.04
2019-11-11T02:11:40.514Z,16.2
2019-11-11T02:10:36.049Z,16.92
2019-11-11T02:09:33.246Z,9
2019-11-11T02:08:30.744Z,11.16
2019-11-11T02:07:27.743Z,11.16
2019-11-11T02:06:24.361Z,18.36
2019-11-11T02:05:21.302Z,7.56
2019-11-11T02:04:18.122Z,9
2019-11-11T02:03:15.377Z,8.28
2019-11-11T02:02:12.143Z,11.16
2019-11-11T02:00:06.117Z,15.48
2019-11-11T01:59:03.786Z,11.88
2019-11-11T01:58:00.461Z,12.6
2019-11-11T01:56:57.077Z,11.88
2019-11-11T01:55:54.479Z,16.2
2019-11-11T01:54:51.205Z,14.04
2019-11-11T01:52:45.236Z,12.6
2019-11-11T01:50:38.927Z,6.12
2019-11-11T01:49:36.472Z,12.6
2019-11-11T01:48:33.186Z,14.04
2019-11-11T01:47:30.434Z,14.04
2019-11-11T01:46:27.927Z,12.6
2019-11-11T01:45:23.620Z,7.56
2019-11-11T01:44:20.535Z,11.88
2019-11-11T01:42:14.496Z,10.44
2019-11-11T01:41:12.182Z,9.72
2019-11-11T01:40:08.623Z,12.6
2019-11-11T01:39:08.146Z,9
2019-11-11T01:38:04.603Z,3.24
2019-11-11T01:36:59.989Z,6.84
2019-11-11T01:35:56.830Z,8.28
2019-11-11T01:34:53.187Z,14.76
2019-11-11T01:32:48.172Z,8.28
2019-11-11T01:31:43.997Z,9.72
2019-11-11T01:30:42.126Z,13.32
2019-11-11T01:29:38.852Z,11.16
2019-11-11T01:27:33.154Z,10.44
2019-11-11T01:26:29.028Z,4.68
2019-11-11T01:25:26.694Z,12.6
2019-11-11T01:24:22.660Z,8.28
2019-11-11T01:23:20.026Z,14.76
2019-11-11T01:22:16.876Z,15.48
2019-11-11T01:20:10.262Z,10.44
2019-11-11T01:19:06.965Z,6.84
2019-11-11T01:18:04.723Z,16.92
2019-11-11T01:17:01.517Z,5.4
2019-11-11T01:15:58.575Z,6.84
2019-11-11T01:12:49.308Z,6.12
2019-11-11T01:11:48.008Z,13.32
2019-11-11T01:10:43.645Z,11.16
2019-11-11T01:09:40.176Z,5.4
2019-11-11T01:08:37.281Z,11.88
2019-11-11T01:07:34.077Z,14.04
2019-11-11T01:06:30.607Z,10.44
2019-11-11T01:05:27.537Z,6.84
2019-11-11T01:04:25.253Z,12.6
2019-11-11T01:03:22.065Z,11.88
2019-11-11T01:02:18.731Z,7.56
2019-11-11T01:01:14.976Z,5.4
2019-11-11T00:58:06.213Z,14.04
2019-11-11T00:57:03.070Z,14.76
2019-11-11T00:56:01.090Z,8.28
2019-11-11T00:54:56.997Z,9
2019-11-11T00:53:54.563Z,14.76
2019-11-11T00:52:51.669Z,12.6
2019-11-11T00:51:48.142Z,12.6
2019-11-11T00:50:45.002Z,11.88
2019-11-11T00:48:39.099Z,13.32
2019-11-11T00:47:37.331Z,12.6
2019-11-11T00:45:30.658Z,14.04
2019-11-11T00:44:29.387Z,10.44
2019-11-11T00:43:24.173Z,10.44
2019-11-11T00:42:21.491Z,9.72
2019-11-11T00:40:14.888Z,7.56
2019-11-11T00:38:10.628Z,9
2019-11-11T00:36:03.879Z,11.16
2019-11-11T00:35:01.356Z,8.28
2019-11-11T00:33:57.161Z,9.72
2019-11-11T00:32:54.004Z,8.28
2019-11-11T00:30:47.690Z,3.96
2019-11-11T00:29:48.038Z,5.4
2019-11-11T00:28:41.944Z,5.4
2019-11-11T00:27:40.260Z,8.28
2019-11-11T00:26:35.785Z,9
2019-11-11T00:25:32.485Z,0
2019-11-11T00:24:29.969Z,4.68
2019-11-11T00:23:27.380Z,7.56
2019-11-11T00:22:23.756Z,4.68
2019-11-11T00:21:21.138Z,0
2019-11-11T00:20:17.502Z,11.88
2019-11-11T00:19:15.086Z,12.6
2019-11-11T00:18:11.465Z,6.12
2019-11-11T00:17:08.698Z,6.84
2019-11-11T00:16:06.165Z,8.28
2019-11-11T00:15:04.989Z,9.72
2019-11-11T00:14:01.439Z,8.28
2019-11-11T00:12:56.420Z,9.72
2019-11-11T00:11:53.810Z,4.68
2019-11-11T00:10:50.717Z,9
2019-11-11T00:09:49.194Z,11.88
2019-11-11T00:08:44.475Z,10.44
2019-11-11T00:06:38.711Z,9
2019-11-11T00:05:36.854Z,10.44
2019-11-11T00:04:32.670Z,11.16
2019-11-11T00:03:30.481Z,11.88
2019-11-11T00:02:27.142Z,11.88
2019-11-11T00:01:23.538Z,9.72
2019-11-11T00:00:20.488Z,9.72
2019-11-10T23:59:17.523Z,3.96
2019-11-10T23:58:14.064Z,9
2019-11-10T23:57:11.247Z,11.16
2019-11-10T23:56:07.972Z,3.24
2019-11-10T23:55:05.308Z,9.72
2019-11-10T23:54:01.733Z,0
2019-11-10T23:52:58.574Z,9
2019-11-10T23:51:55.621Z,8.28
2019-11-10T23:50:52.693Z,3.96
2019-11-10T23:49:49.574Z,6.12
2019-11-10T23:48:46.640Z,7.56
2019-11-10T23:47:43.559Z,10.44
2019-11-10T23:46:42.959Z,0
2019-11-10T23:45:38.044Z,3.96
2019-11-10T23:44:37.211Z,10.44
2019-11-10T23:42:29.273Z,0
2019-11-10T23:40:22.002Z,8.28
2019-11-10T23:39:18.604Z,0
2019-11-10T23:38:15.808Z,0
2019-11-10T23:36:11.576Z,3.24
2019-11-10T23:35:08.631Z,0
2019-11-10T23:34:05.384Z,5.4
2019-11-10T23:33:01.323Z,0
2019-11-10T23:31:57.904Z,8.28
2019-11-10T23:30:54.789Z,11.16
2019-11-10T23:28:48.440Z,3.24
2019-11-10T23:25:40.424Z,0
2019-11-10T23:24:36.532Z,0
2019-11-10T23:23:35.098Z,0
2019-11-10T23:22:30.928Z,2.52
2019-11-10T23:21:28.264Z,0
2019-11-10T23:20:24.598Z,0
2019-11-10T23:19:21.461Z,6.12
2019-11-10T23:18:18.626Z,0
2019-11-10T23:17:15.673Z,0
2019-11-10T23:16:14.035Z,0
2019-11-10T23:14:08.858Z,0
2019-11-10T23:13:04.522Z,0
2019-11-10T23:12:02.162Z,0
2019-11-10T23:10:57.674Z,3.24
2019-11-10T23:09:54.652Z,0
2019-11-10T23:07:48.458Z,3.96
2019-11-10T23:06:45.591Z,0
2019-11-10T23:05:44.940Z,0
2019-11-10T22:59:56.338Z,0
2019-11-10T22:58:53.047Z,4.68
2019-11-10T22:57:49.869Z,0
2019-11-10T22:56:46.869Z,0
2019-11-10T22:55:45.972Z,0
2019-11-10T22:54:41.226Z,0
2019-11-10T22:53:42.292Z,0
2019-11-10T22:52:35.057Z,0
2019-11-10T22:51:32.710Z,0
2019-11-10T22:50:29.471Z,0
2019-11-10T22:49:27.568Z,0
2019-11-10T22:48:23.569Z,0
2019-11-10T22:47:20.011Z,0
2019-11-10T22:46:16.826Z,0
2019-11-10T22:45:14.925Z,0
2019-11-10T22:43:07.898Z,0
2019-11-10T22:42:05.884Z,0
2019-11-10T22:41:04.033Z,0
2019-11-10T22:39:58.901Z,0
2019-11-10T22:38:55.820Z,0
2019-11-10T22:37:52.407Z,0
2019-11-10T22:36:49.732Z,3.96
2019-11-10T22:35:46.406Z,4.68
2019-11-10T22:34:43.826Z,0
2019-11-10T22:33:41.885Z,9.72
2019-11-10T22:32:37.423Z,0
2019-11-10T22:31:35.047Z,4.68
2019-11-10T22:30:32.336Z,0
2019-11-10T22:29:29.191Z,5.4
2019-11-10T22:28:25.569Z,7.56
2019-11-10T22:27:22.409Z,6.84
2019-11-10T22:26:19.764Z,3.24
2019-11-10T22:25:16.877Z,16.92
2019-11-10T22:24:13.533Z,14.04
2019-11-10T22:18:26.764Z,17.64
2019-11-10T22:17:23.778Z,9.72
2019-11-10T22:16:21.004Z,9.72
2019-11-10T22:14:14.604Z,9
2019-11-10T22:11:06.500Z,3.96
2019-11-10T22:10:02.951Z,0
2019-11-10T22:08:58.700Z,16.2
2019-11-10T22:07:55.526Z,12.6
2019-11-10T22:06:52.433Z,16.2
2019-11-10T22:05:49.595Z,11.88
2019-11-10T22:04:47.997Z,8.28
2019-11-10T22:03:42.955Z,3.96
2019-11-10T22:02:41.739Z,0
2019-11-10T22:01:38.935Z,17.64
2019-11-10T21:59:31.122Z,18.36
2019-11-10T21:58:28.363Z,7.56
2019-11-10T21:57:25.354Z,12.6
2019-11-10T21:56:22.594Z,9
2019-11-10T21:55:18.996Z,10.44
2019-11-10T21:54:16.881Z,14.76
2019-11-10T21:53:12.880Z,8.28
2019-11-10T21:52:10.107Z,13.32
2019-11-10T21:51:13.383Z,22.32
2019-11-10T21:50:05.049Z,16.92
2019-11-10T21:47:58.462Z,27
2019-11-10T21:46:54.894Z,16.2
2019-11-10T21:45:51.885Z,11.16
2019-11-10T21:44:49.999Z,27
2019-11-10T21:42:42.426Z,22.32
2019-11-10T21:41:40.368Z,16.2
2019-11-10T21:40:36.985Z,24.84
2019-11-10T21:39:33.451Z,32.04
2019-11-10T21:38:30.699Z,14.04
2019-11-10T21:37:27.611Z,16.56
2019-11-10T21:36:23.575Z,19.8
2019-11-10T21:35:20.770Z,35.28
2019-11-10T21:34:16.738Z,34.92
2019-11-10T21:33:13.368Z,14.04
2019-11-10T21:32:13.156Z,27
2019-11-10T21:30:06.726Z,17.64
2019-11-10T21:29:02.149Z,16.2
2019-11-10T21:27:59.949Z,16.92
2019-11-10T21:26:55.467Z,17.64
2019-11-10T21:25:51.889Z,6.84
2019-11-10T21:24:49.322Z,29.16
2019-11-10T21:23:45.966Z,24.84
2019-11-10T21:21:41.085Z,11.88
2019-11-10T21:20:36.484Z,22.32
2019-11-10T21:19:33.635Z,25.56
2019-11-10T21:18:31.262Z,3.24
2019-11-10T21:17:28.471Z,16.92
2019-11-10T21:16:24.806Z,17.64
2019-11-10T21:15:21.850Z,19.8
2019-11-10T21:14:18.448Z,27
2019-11-10T21:13:15.709Z,27
2019-11-10T21:11:10.099Z,21.24
2019-11-10T21:10:07.166Z,23.04
2019-11-10T21:09:04.592Z,45
2019-11-10T21:08:01.625Z,33.48
2019-11-10T21:06:57.570Z,19.8
2019-11-10T21:05:53.658Z,27.72
2019-11-10T21:04:53.457Z,27
2019-11-10T21:03:47.943Z,18.36
2019-11-10T21:02:44.673Z,16.2
2019-11-10T21:01:42.591Z,7.56
2019-11-10T21:00:39.022Z,12.6
2019-11-10T20:59:37.763Z,16.2
2019-11-10T20:58:32.383Z,9.72
2019-11-10T20:57:30.026Z,5.4
2019-11-10T20:56:27.770Z,14.04
2019-11-10T20:55:23.459Z,9
2019-11-10T20:54:19.400Z,9.72
2019-11-10T20:53:16.581Z,16.92
2019-11-10T20:49:36.987Z,17.64
2019-11-10T20:48:33.309Z,32.76
2019-11-10T20:47:29.806Z,11.16
2019-11-10T20:46:27.505Z,23.04
2019-11-10T20:45:23.445Z,25.56
2019-11-10T20:44:20.453Z,11.88
2019-11-10T20:42:14.697Z,11.16
2019-11-10T20:40:08.531Z,11.88
2019-11-10T20:39:06.221Z,13.32
2019-11-10T20:38:05.480Z,9
2019-11-10T20:37:01.677Z,3.96
2019-11-10T20:35:57.249Z,8.28
2019-11-10T20:34:53.477Z,6.84
2019-11-10T20:33:50.460Z,0
2019-11-10T20:32:48.011Z,7.56
2019-11-10T20:31:44.403Z,3.96
2019-11-10T20:30:42.870Z,16.2
2019-11-10T20:29:41.573Z,5.4
2019-11-10T20:28:36.076Z,18.36
2019-11-10T20:27:34.273Z,17.64
2019-11-10T20:26:30.638Z,14.76
2019-11-10T20:25:28.694Z,16.92
2019-11-10T20:24:23.673Z,11.88
2019-11-10T20:18:36.749Z,19.08
2019-11-10T20:17:35.650Z,11.16
2019-11-10T20:16:31.436Z,11.88
2019-11-10T20:15:27.533Z,20.52
2019-11-10T20:14:25.643Z,14.76
2019-11-10T20:13:21.450Z,27
2019-11-10T20:12:18.446Z,15.48
2019-11-10T20:11:15.454Z,5.4
2019-11-10T20:09:09.405Z,9.72
2019-11-10T20:08:07.791Z,17.64
2019-11-10T20:07:03.986Z,10.44
2019-11-10T20:06:01.627Z,13.32
2019-11-10T20:04:59.191Z,3.96
2019-11-10T20:03:54.402Z,5.4
2019-11-10T20:02:52.690Z,6.84
2019-11-10T20:00:45.809Z,11.16
2019-11-10T19:58:39.669Z,0
2019-11-10T19:57:37.484Z,2.52
2019-11-10T19:55:31.375Z,8.28
2019-11-10T19:54:28.611Z,9.72
2019-11-10T19:53:24.931Z,2.52
2019-11-10T19:52:21.313Z,6.12
2019-11-10T19:51:18.868Z,9.72
2019-11-10T19:50:15.489Z,6.84
2019-11-10T19:49:26.016Z,4.68
2019-11-10T19:48:09.221Z,10.44
2019-11-10T19:47:07.891Z,11.16
2019-11-10T19:46:04.073Z,3.96
2019-11-10T19:45:00.645Z,7.56
2019-11-10T19:43:58.127Z,0
2019-11-10T19:42:53.936Z,11.88
2019-11-10T19:40:48.693Z,8.28
2019-11-10T19:39:44.869Z,14.04
2019-11-10T19:38:43.934Z,15.48
2019-11-10T19:37:41.477Z,16.92
2019-11-10T19:36:36.010Z,8.28
2019-11-10T19:35:34.056Z,10.44
2019-11-10T19:33:26.933Z,9.72
2019-11-10T19:32:23.657Z,3.24
2019-11-10T19:31:20.518Z,9
2019-11-10T19:30:17.447Z,8.28
2019-11-10T19:29:14.295Z,14.76
2019-11-10T19:28:15.484Z,23.04
2019-11-10T19:27:10.214Z,16.92
2019-11-10T19:26:11.770Z,24.84
2019-11-10T19:25:04.782Z,28.44
2019-11-10T19:23:59.759Z,11.88
2019-11-10T19:22:57.138Z,21.24
2019-11-10T19:20:51.036Z,11.88
2019-11-10T19:19:46.464Z,14.04
2019-11-10T19:18:43.372Z,19.8
2019-11-10T19:17:42.464Z,15.48
2019-11-10T19:16:41.626Z,17.64
2019-11-10T19:15:40.943Z,0
2019-11-10T19:14:33.405Z,10.44
2019-11-10T19:13:29.713Z,19.08
2019-11-10T19:12:26.152Z,11.16
2019-11-10T19:11:21.802Z,3.24
2019-11-10T19:10:18.853Z,6.84
2019-11-10T19:09:15.958Z,3.24
2019-11-10T19:07:09.507Z,12.6
2019-11-10T19:06:09.632Z,5.4
2019-11-10T19:05:04.533Z,11.88
2019-11-10T19:04:01.786Z,12.6
2019-11-10T19:02:58.520Z,16.2
2019-11-10T19:01:54.758Z,9
2019-11-10T19:00:51.883Z,24.12
2019-11-10T18:59:48.765Z,7.56
2019-11-10T18:58:45.679Z,0
2019-11-10T18:56:40.714Z,0
2019-11-10T18:55:37.403Z,7.56
2019-11-10T18:54:34.648Z,0
2019-11-10T18:53:31.046Z,5.4
2019-11-10T18:51:55.979Z,19.8
2019-11-10T18:50:21.196Z,0
2019-11-10T18:48:46.644Z,0
2019-11-10T18:44:37.486Z,8.28
2019-11-10T18:43:34.587Z,11.88
2019-11-10T18:42:29.019Z,11.88
2019-11-10T18:41:26.732Z,3.24
2019-11-10T18:40:23.110Z,15.48
2019-11-10T18:39:19.071Z,3.24
2019-11-10T18:38:15.990Z,5.4
2019-11-10T18:36:12.765Z,0
2019-11-10T18:34:06.316Z,0
2019-11-10T18:33:02.661Z,0
2019-11-10T18:31:59.548Z,0
2019-11-10T18:30:55.646Z,0
2019-11-10T18:29:52.153Z,6.12
2019-11-10T18:28:50.244Z,9
2019-11-10T18:27:47.429Z,13.32
2019-11-10T18:25:41.636Z,0
2019-11-10T18:24:36.932Z,9
2019-11-10T18:23:37.217Z,0
2019-11-10T18:22:33.898Z,11.88
2019-11-10T18:21:29.250Z,11.88
2019-11-10T18:20:26.340Z,9
2019-11-10T18:19:22.283Z,2.52
2019-11-10T18:18:18.881Z,3.24
2019-11-10T18:17:15.604Z,9
2019-11-10T18:14:10.044Z,0
2019-11-10T18:13:06.440Z,0
2019-11-10T18:12:01.042Z,6.84
2019-11-10T18:10:58.786Z,12.6
2019-11-10T18:09:53.862Z,16.92
2019-11-10T18:08:50.676Z,24.84
2019-11-10T18:07:49.590Z,16.92
2019-11-10T18:05:44.970Z,5.4
2019-11-10T18:04:38.544Z,4.68
2019-11-10T18:03:38.317Z,10.44
2019-11-10T18:02:34.772Z,16.92
2019-11-10T18:01:30.082Z,0
2019-11-10T17:59:23.845Z,0
2019-11-10T17:58:20.481Z,8.28
2019-11-10T17:55:11.633Z,9
2019-11-10T17:54:10.763Z,10.44
2019-11-10T17:53:09.554Z,15.48
2019-11-10T17:52:04.780Z,4.68
2019-11-10T17:50:59.583Z,10.44
2019-11-10T17:49:56.724Z,0
2019-11-10T17:48:53.639Z,8.28
2019-11-10T17:47:50.378Z,16.92
2019-11-10T17:46:47.375Z,20.52
2019-11-10T17:44:41.709Z,11.16
2019-11-10T17:43:44.351Z,19.8
2019-11-10T17:42:38.570Z,37.44
2019-11-10T17:41:34.436Z,4.68
2019-11-10T17:40:29.915Z,22.32
2019-11-10T17:39:27.368Z,28.44
2019-11-10T17:38:23.410Z,16.2
2019-11-10T17:37:20.455Z,30.6
2019-11-10T17:35:15.044Z,9.72
2019-11-10T17:34:11.568Z,17.64
2019-11-10T17:32:08.331Z,19.08
2019-11-10T17:31:03.128Z,13.32
2019-11-10T17:30:01.961Z,14.76
2019-11-10T17:28:57.075Z,0
2019-11-10T17:27:53.565Z,10.44
2019-11-10T17:26:51.678Z,3.24
2019-11-10T17:25:47.602Z,0
2019-11-10T17:23:46.025Z,11.88
2019-11-10T17:22:40.756Z,12.6
2019-11-10T17:21:35.986Z,18.36
2019-11-10T17:20:33.530Z,6.12
2019-11-10T17:19:29.049Z,9.72
2019-11-10T17:18:26.760Z,11.88
2019-11-10T17:17:23.245Z,9.72
2019-11-10T17:16:19.789Z,14.04
2019-11-10T17:15:20.163Z,6.84
2019-11-10T17:14:16.690Z,6.12
2019-11-10T17:12:10.236Z,3.96
2019-11-10T17:11:10.678Z,8.28
2019-11-10T17:10:03.494Z,0
2019-11-10T17:09:02.260Z,0
2019-11-10T17:03:12.909Z,20.52
2019-11-10T17:02:11.752Z,6.84
2019-11-10T17:01:08.098Z,6.84
2019-11-10T16:59:01.448Z,9.72
2019-11-10T16:57:58.420Z,8.28
2019-11-10T16:55:51.263Z,9
2019-11-10T16:54:48.339Z,2.52
2019-11-10T16:51:40.928Z,4.68
2019-11-10T16:50:36.613Z,5.4
2019-11-10T16:49:36.308Z,7.56
2019-11-10T16:48:32.975Z,11.88
2019-11-10T16:47:31.240Z,15.48
2019-11-10T16:46:26.228Z,12.6
2019-11-10T16:45:21.977Z,3.96
2019-11-10T16:44:18.393Z,16.2
2019-11-10T16:43:15.374Z,3.24
2019-11-10T16:40:05.962Z,10.44
2019-11-10T16:39:05.351Z,0
2019-11-10T16:38:02.679Z,9.72
2019-11-10T16:36:58.595Z,7.56
2019-11-10T16:34:51.474Z,0
2019-11-10T16:33:52.005Z,12.6
2019-11-10T16:32:44.861Z,4.68
2019-11-10T16:31:43.847Z,9.72
2019-11-10T16:30:39.751Z,6.12
2019-11-10T16:29:37.627Z,11.16
2019-11-10T16:28:34.806Z,0
2019-11-10T16:27:30.631Z,3.96
2019-11-10T16:26:27.848Z,3.96
2019-11-10T16:25:24.083Z,9
2019-11-10T16:24:20.280Z,0
2019-11-10T16:23:17.426Z,0
2019-11-10T16:21:15.643Z,0
2019-11-10T16:20:08.305Z,0
2019-11-10T16:19:06.591Z,0
2019-11-10T16:18:02.773Z,0
2019-11-10T16:17:01.022Z,5.4
2019-11-10T16:15:56.461Z,0
2019-11-10T16:14:53.084Z,7.56
2019-11-10T16:13:49.778Z,12.6
2019-11-10T16:12:47.686Z,6.12
2019-11-10T16:11:43.740Z,6.12
2019-11-10T16:10:41.926Z,16.92
2019-11-10T16:09:41.207Z,0
2019-11-10T16:08:36.879Z,0
2019-11-10T16:07:32.697Z,0
2019-11-10T16:06:29.138Z,11.16
2019-11-10T16:05:25.215Z,0
2019-11-10T16:04:22.606Z,0
2019-11-10T16:03:19.307Z,6.12
2019-11-10T16:02:16.283Z,6.84
2019-11-10T16:00:12.084Z,4.68
2019-11-10T15:59:09.994Z,7.56
2019-11-10T15:58:05.275Z,0
2019-11-10T15:57:01.863Z,0
2019-11-10T15:55:58.998Z,3.96
2019-11-10T15:54:54.824Z,11.88
2019-11-10T15:53:51.834Z,0
2019-11-10T15:52:49.241Z,3.24
2019-11-10T15:51:45.809Z,18.36
2019-11-10T15:49:43.720Z,11.16
2019-11-10T15:47:35.531Z,0
2019-11-10T15:46:31.987Z,12.6
2019-11-10T15:44:26.270Z,0
2019-11-10T15:43:21.550Z,3.96
2019-11-10T15:42:18.621Z,2.52
2019-11-10T15:41:16.026Z,3.24
2019-11-10T15:39:09.470Z,7.56
2019-11-10T15:37:05.053Z,6.12
2019-11-10T15:36:02.193Z,9.72
2019-11-10T15:34:57.866Z,3.96
2019-11-10T15:33:55.171Z,7.56
2019-11-10T15:32:51.366Z,3.96
2019-11-10T15:30:46.179Z,5.4
2019-11-10T15:28:40.911Z,9
2019-11-10T15:27:38.824Z,4.68
2019-11-10T15:26:34.989Z,15.48
2019-11-10T15:25:30.605Z,11.16
2019-11-10T15:18:42.460Z,6.84
2019-11-10T15:17:41.183Z,9
2019-11-10T15:16:34.951Z,15.48
2019-11-10T15:15:31.891Z,0
2019-11-10T15:14:31.848Z,7.56
2019-11-10T15:13:26.710Z,11.16
2019-11-10T15:12:22.856Z,15.48
2019-11-10T15:10:16.874Z,10.44
2019-11-10T15:09:14.014Z,6.84
2019-11-10T15:08:13.042Z,9.72
2019-11-10T15:07:09.807Z,9
2019-11-10T15:06:05.571Z,9.72
2019-11-10T15:05:03.312Z,9.72
2019-11-10T15:03:59.521Z,18.36
2019-11-10T15:02:55.831Z,17.64
2019-11-10T15:01:52.233Z,28.44
2019-11-10T15:00:50.566Z,9.72
2019-11-10T14:56:38.244Z,11.88
2019-11-10T14:55:34.193Z,15.48
2019-11-10T14:54:31.275Z,19.08
2019-11-10T14:53:27.785Z,27.72
2019-11-10T14:52:24.353Z,4.68
2019-11-10T14:51:21.232Z,0
2019-11-10T14:50:18.270Z,14.04
2019-11-10T14:49:16.283Z,19.8
2019-11-10T14:48:14.716Z,11.16
2019-11-10T14:46:10.416Z,11.88
2019-11-10T14:45:04.449Z,5.4
2019-11-10T14:44:00.536Z,5.4
2019-11-10T14:42:56.343Z,9.72
2019-11-10T14:41:53.102Z,0
2019-11-10T14:40:49.776Z,5.4
2019-11-10T14:39:49.868Z,0
2019-11-10T14:38:45.582Z,4.68
2019-11-10T14:37:43.421Z,4.68
2019-11-10T14:36:37.879Z,2.52
2019-11-10T14:35:36.748Z,10.44
2019-11-10T14:34:33.279Z,35.28
2019-11-10T14:33:28.888Z,0
2019-11-10T14:32:27.645Z,9.72
2019-11-10T14:31:22.625Z,29.16
2019-11-10T14:30:18.763Z,24.84
2019-11-10T14:29:16.781Z,24.84
2019-11-10T14:27:13.699Z,23.04
2019-11-10T14:26:09.295Z,12.6
2019-11-10T14:25:04.634Z,7.56
2019-11-10T14:24:01.661Z,16.92
2019-11-10T14:22:57.680Z,14.76
2019-11-10T14:21:53.778Z,11.88
2019-11-10T14:20:51.877Z,17.64
2019-11-10T14:19:47.982Z,19.08
2019-11-10T14:18:45.216Z,19.8
2019-11-10T14:17:45.755Z,19.08
2019-11-10T14:16:39.885Z,12.6
2019-11-10T14:15:39.237Z,13.32
2019-11-10T14:14:36.660Z,11.88
2019-11-10T14:13:32.121Z,16.2
2019-11-10T14:12:28.264Z,16.2
2019-11-10T14:11:24.627Z,13.32
2019-11-10T14:10:21.221Z,17.64
2019-11-10T14:06:11.257Z,12.6
2019-11-10T14:05:07.866Z,20.52
2019-11-10T14:04:03.916Z,14.04
2019-11-10T14:03:01.223Z,14.76
2019-11-10T14:01:57.470Z,10.44
2019-11-10T14:00:53.349Z,19.8
2019-11-10T13:59:50.601Z,15.48
2019-11-10T13:58:47.474Z,27
2019-11-10T13:56:41.691Z,24.12
2019-11-10T13:55:41.381Z,18.36
2019-11-10T13:54:35.337Z,7.56
2019-11-10T13:53:32.931Z,11.88
2019-11-10T13:52:29.999Z,19.08
2019-11-10T13:51:27.348Z,11.16
2019-11-10T13:49:20.692Z,12.6
2019-11-10T13:48:23.427Z,14.76
2019-11-10T13:46:13.333Z,27
2019-11-10T13:43:04.213Z,3.24
2019-11-10T13:41:59.845Z,23.76
2019-11-10T13:40:57.141Z,9
2019-11-10T13:39:53.090Z,7.56
2019-11-10T13:38:50.764Z,6.12
2019-11-10T13:37:47.287Z,32.04
2019-11-10T13:35:44.278Z,5.4
2019-11-10T13:34:40.974Z,33.48
2019-11-10T13:33:37.752Z,29.16
2019-11-10T13:32:33.842Z,29.88
2019-11-10T13:31:28.503Z,12.6
2019-11-10T13:30:25.315Z,14.04
2019-11-10T13:29:23.624Z,14.04
2019-11-10T13:28:19.344Z,6.84
2019-11-10T13:27:16.693Z,11.88
2019-11-10T13:23:07.357Z,16.92
2019-11-10T13:22:02.736Z,17.64
2019-11-10T13:20:58.704Z,13.32
2019-11-10T13:18:53.255Z,12.6
2019-11-10T13:17:48.742Z,12.6
2019-11-10T13:16:48.111Z,6.84
2019-11-10T13:14:46.256Z,23.04
2019-11-10T13:13:41.410Z,12.6
2019-11-10T13:11:31.702Z,2.52
2019-11-10T13:05:46.298Z,4.68
2019-11-10T13:04:42.656Z,16.2
2019-11-10T13:03:42.109Z,26.28
2019-11-10T13:02:36.164Z,18.36
2019-11-10T13:01:33.748Z,27.72
2019-11-10T13:00:30.984Z,9
2019-11-10T12:59:28.833Z,3.24
2019-11-10T12:57:21.146Z,19.08
2019-11-10T12:56:17.681Z,2.52
2019-11-10T12:52:05.960Z,7.56
2019-11-10T12:51:01.871Z,9
2019-11-10T12:49:58.948Z,0
2019-11-10T12:48:55.957Z,16.2
2019-11-10T12:46:50.196Z,14.04
